10.000000,8.040000
8.000000,6.950000
13.000000,7.580000
9.000000,8.810000
11.000000,8.330000
14.000000,9.960000
6.000000,7.240000
4.000000,4.260000
12.000000,10.840000
7.000000,4.820000
5.000000,5.680000
Lagrange 
0,42569.970000
1,11497.150000
2,2344.200000
3,280.670000
4,4.260000
5,5.680000
6,7.240000
7,4.820000
8,6.950000
9,8.810000
10,8.040000
11,8.330000
12,10.840000
13,7.580000
14,9.960000
15,214.800000
16,1574.170000
17,7339.510000
18,26639.560000
19,81870.710000
20,222672.460000
Neville 
0,42569.970000
1,11497.150000
2,2344.200000
3,280.670000
4,4.260000
5,5.680000
6,7.240000
7,4.820000
8,6.950000
9,8.810000
10,8.040000
11,8.330000
12,10.840000
13,7.580000
14,9.960000
15,214.800000
16,1574.170000
17,7339.510000
18,26639.560000
19,81870.710000
20,222672.460000
